ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_0436,durvalumab,Imfinzi,Programmed Death Ligand-1 Blocker [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Astrazeneca Uk Ltd. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Programmed Death Ligand-1 Blocker [EPC].
RAW_0437,dutasteride,Avodart,5-alpha Reductase Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Waylis Therap. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: 5-alpha Reductase Inhibitor [EPC].
RAW_0438,duvelisib,Copiktra,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Secura. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0439,dyclonine hydrochloride,Dyclopro,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Septodont. Formulation: Solution for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0440,ecallantide,Kalbitor,Plasma Kallikrein Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Dyax Corp.. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Plasma Kallikrein Inhibitor [EPC].
RAW_0441,econazole nitrate,Ecoza,Unknown Class,Antimicrobials & Infectious Diseases,"FDA Approved Prescription Drug. Manufactured by Resilia Pharms. Formulation: Aerosol, Foam for Topical administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0442,eculizumab,"Bkemv, Epysqli, Soliris",Complement Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Alexion Pharm. Formulation: Injectable for Iv (Infusion) administration.,Used as a therapeutic agent for indications related to: Complement Inhibitor [EPC].
RAW_0443,edaravone,Radicava Ors,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Shionogi. Formulation: Suspension for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0444,edoxaban tosylate,Savaysa,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Daiichi Sankyo Inc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0445,efbemalenograstim alfa,Ryzneuta,Leukocyte Growth Factor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Evive Biotechnology. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Leukocyte Growth Factor [EPC].
RAW_0446,efgartigimod alfa,Vyvgart,Neonatal Fc Receptor Blocker [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Argenx Bv. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Neonatal Fc Receptor Blocker [EPC].
RAW_0447,efinaconazole,Jublia,Azole Antifungal [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Solution for Topical administration.,Used as a therapeutic agent for indications related to: Azole Antifungal [EPC].
RAW_0448,eflapegrastim,Rolvedon,Leukocyte Growth Factor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Spectrum Pharms. Formulation: Injectable for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Leukocyte Growth Factor [EPC].
RAW_0449,eflornithine hydrochloride,Iwilfin,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Uswm. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0450,elacestrant,Orserdu,Estrogen Receptor Antagonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Stemline Therap. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Estrogen Receptor Antagonist [EPC].
RAW_0451,elafibranor,Iqirvo,Peroxisome Proliferator-activated Receptor Agonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ipsen. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Peroxisome Proliferator-activated Receptor Agonist [EPC].
RAW_0452,elagolix,"Orgovyx, Orilissa",Gonadotropin Releasing Hormone Receptor Antagonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Sumitomo Pharma Am. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Gonadotropin Releasing Hormone Receptor Antagonist [EPC].
RAW_0453,elamipretide hydrochloride,Forzinity,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Stealth Biotheraps. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0454,elapegademase,Revcovi,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Chiesi Usa Inc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0455,eletriptan hydrobromide,Relpax,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Upjohn. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0456,eliglustat,"Cerdelga, Miglustat, Opfolda, Yargesa, Zavesca",Glucosylceramide Synthase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Navinta Llc. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Glucosylceramide Synthase Inhibitor [EPC].
RAW_0457,elinzanetant,Lynkuet,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0458,elosulfase alfa,Vimizim,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Biomarin Pharm. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme [EPC].
RAW_0459,elotuzumab,Empliciti,SLAMF7-directed Immunostimulatory Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: SLAMF7-directed Immunostimulatory Antibody [EPC].
RAW_0460,elranatamab,Elrexfio,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Pfizer Inc. Formulation: Solution for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0461,eltrombopag,Alvaiz,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Teva Pharms Inc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0462,eltrombopag dopamine,"Eltrombopag Olamine, Promacta",Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: For Suspension for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0463,eluxadoline,Viberzi,mu-Opioid Receptor Agonist [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: mu-Opioid Receptor Agonist [EPC].
RAW_0464,emapalumab,Gamifant,Interferon gamma Blocker [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Novimmune S.A.. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Interferon gamma Blocker [EPC].
RAW_0465,emicizumab,Hemlibra,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Genentech Inc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0466,empagliflozin,Jardiance,Sodium-Glucose Cotransporter 2 Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Boehringer Ingelheim. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Sodium-Glucose Cotransporter 2 Inhibitor [EPC].
RAW_0467,empagliflozin and linagliptin,Glyxambi,Dipeptidyl Peptidase 4 Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Boehringer Ingelheim. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Dipeptidyl Peptidase 4 Inhibitor [EPC].
RAW_0468,emtricitabine,Emtriva,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Gilead. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC].
RAW_0469,enasidenib mesylate,Idhifa,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0470,encorafenib,Braftovi,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Array Biopharma Inc. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0471,enfortumab vedotin,Padcev Ejfv,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Astellas. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0472,enoxaparin sodium,Lovenox,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0473,ensartinib,Ensacove,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Xcovery. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0474,ensifentrine,Ohtuvayre,Phosphodiesterase 3 Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Msd. Formulation: Suspension for Inhalation administration.,Used as a therapeutic agent for indications related to: Phosphodiesterase 3 Inhibitor [EPC].
RAW_0475,ensitrelvir,Xocova,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Shionogi. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0476,entecavir,Baraclude,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0477,entrectinib,Rozlytrek,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Genentech Inc. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0478,enzalutamide,Xtandi,Androgen Receptor Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Astellas. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Androgen Receptor Inhibitor [EPC].
RAW_0479,epcoritamab,Epkinly,Bispecific CD20-directed CD3 T Cell Engager [EPC],Oncology & Immunology,"FDA Approved Prescription Drug. Manufactured by Genmab Us, Inc.. Formulation: Injectable for Subcutaneous administration.",Used as a therapeutic agent for indications related to: Bispecific CD20-directed CD3 T Cell Engager [EPC].
RAW_0480,ephedrine sulfate,"Akovaz, Emerphed",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Hikma. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0481,epinephrine,"Adrenalin, Auvi-Q, Epipen, Neffy, Symjepi",alpha-Adrenergic Agonist [EPC],Central Nervous System,"FDA Approved Prescription Drug. Manufactured by Am Regent. Formulation: Solution for Intramuscular, Intravenous, Subcutaneous administration.",Used as a therapeutic agent for indications related to: alpha-Adrenergic Agonist [EPC].
RAW_0482,epinephrine bitartrate,Citanest Forte Dental,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Dentsply Pharm. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0483,epirubicin hydrochloride,Ellence,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Pfizer Inc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0484,eplontersen,Wainua,Transthyretin-directed RNA Interaction [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Astrazeneca Ab. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Transthyretin-directed RNA Interaction [EPC].
RAW_0485,epoetin alfa,Retacrit,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Hospira Inc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0486,epoprostenol,Veletri,Prostacycline Vasodilator [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Actelion. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Prostacycline Vasodilator [EPC].
RAW_0487,eptinezumab,Vyepti,Calcitonin Gene-related Peptide Antagonist [EPC],Oncology & Immunology,"FDA Approved Prescription Drug. Manufactured by Lundbeck Seattle Biopharmaceuticals, Inc.. Formulation: Injectable for Injection administration.",Used as a therapeutic agent for indications related to: Calcitonin Gene-related Peptide Antagonist [EPC].
RAW_0488,eravacycline,Xerava,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Tetraphase Pharms. Formulation: Powder for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0489,erdafitinib,Balversa,Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Janssen Biotech. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0490,erenumab,Aimovig,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Amgen Inc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0491,ergocalciferol,Vitamin D,Provitamin D2 Compound [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Onesource Specialty. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Provitamin D2 Compound [EPC].
RAW_0492,ergotamine tartrate,Ergomar Sublingual,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Pangea. Formulation: Tablet for Sublingual administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0493,ergotamine tartrate and caffeine,"Cafergot, Migergot",Central Nervous System Stimulant [EPC],Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Cosette. Formulation: Suppository for Rectal administration.,Used as a therapeutic agent for indications related to: Central Nervous System Stimulant [EPC].
RAW_0494,eribulin mesylate,Halaven,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Eisai Inc. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0495,erlotinib,"Cavhanza, Danziten, Nilotinib, Tasigna",Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Hetero Labs Ltd V. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0496,ertugliflozin,Steglatro,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Msd Sub Merck. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0497,ertugliflozin and sitagliptin,Steglujan,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Msd Sub Merck. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0498,erythromycin,Ery-Tab,Macrolide [EPC],Antimicrobials & Infectious Diseases,"FDA Approved Prescription Drug. Manufactured by Carnegie. Formulation: Tablet, Delayed Release for Oral administration.",Used as a therapeutic agent for indications related to: Macrolide [EPC].
RAW_0499,erythromycin and benzoyl pergolide,"Benzamycin, Generic Product",Macrolide [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Valeant Intl. Formulation: Gel for Topical administration.,Used as a therapeutic agent for indications related to: Macrolide [EPC].
RAW_0500,erythromycin lactobionate,"Erythrocin, Erythrocin Lactobionate",Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Hospira. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0501,erythropoietin,Procrit,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Amgen. Formulation: Vial for Single-Use administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0502,escitalopram,Lexapro,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0503,escitalopram oxalate,Lexapro,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Forest Labs. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0504,esketamine hydrochloride,Spravato,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Janssen Pharms. Formulation: Spray for Nasal administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0505,eslicarbazepine acetate,Aptiom,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Sumitomo Pharma Am. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0506,esmolol hydrochloride,Brevibloc,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Baxter Hlthcare. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0507,esomeprazole magnesium,Nexium,Unknown Class,Gastrointestinal System,"FDA Approved Prescription Drug. Manufactured by Astrazeneca. Formulation: For Suspension, Delayed Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0508,estradiol,"Activella, Alora, Amabelz, Climara Pro, Divigel, Dotti, Elestrin, Estring, Estrogel, Evamist, Imvexxy, Lyllana, Menostar, Vagifem, Vivelle, Vivelle-Dot, Yuvafem",Estrogen [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: System for Transdermal administration.,Used as a therapeutic agent for indications related to: Estrogen [EPC].
RAW_0509,estradiol acetate,Femring,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Millicent Mfg Pr. Formulation: Insert, Extended Release for Vaginal administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0510,estradiol and levonorgestrel,Climara Pro,Estrogen [EPC],Endocrine & Metabolic,"FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: Film, Extended Release for Transdermal administration.",Used as a therapeutic agent for indications related to: Estrogen [EPC].
RAW_0511,estradiol and norethindrone acetate,"Abigale Lo, Lopreeza, Mimvey",Estrogen [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Xiromed. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Estrogen [EPC].
RAW_0512,estradiol and progesterone,Bijuva,Progesterone [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Mayne Pharma. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Progesterone [EPC].
RAW_0513,estradiol cypionate,Depo-Estradiol,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0514,estradiol valproate,"Delestrogen, Estradiol Valerate",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Xiromed. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0515,estrogen conjugated,"Conjugated Estrogens, Estrogens, Conjugated, Premarin",Estrogen [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novast Labs. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Estrogen [EPC].
RAW_0516,eszopiclone,Lunesta,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Waylis Therap. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0517,etanercept,"Enbrel, Erelzi, Eticovo",Tumor Necrosis Factor Blocker [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Sandoz. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Tumor Necrosis Factor Blocker [EPC].
RAW_0518,etelcalcetide,Parsabiv,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Kai Pharms Inc. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0519,ethacrynate sodium,Edecrin,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0520,ethacrynic acid,Edecrin,Loop Diuretic [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Loop Diuretic [EPC].
RAW_0521,ethanolamine oleate,Ethamolin,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Qol Medcl. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0522,ethinyl estradiol,"Femhrt, Haloette, Lo Junel Fe, Lo/Ovral Fe, Malmorede, Merzee, Norminest Fe, Onsura, Quasense",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Gd Searle Llc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0523,ethiodized oil,Lipiodol,Radiographic Contrast Agent [EPC],Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Guerbet. Formulation: Oil for Intralymphatic, Intrauterine administration.",Used as a therapeutic agent for indications related to: Radiographic Contrast Agent [EPC].
RAW_0524,ethosuximide,"Celontin, Methsuximide, Zarontin",Anti-epileptic Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Parke-Davis. Formulation: Syrup for Oral administration.,Used as a therapeutic agent for indications related to: Anti-epileptic Agent [EPC].
RAW_0525,etomidate,Amidate,General Anesthetic [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Hospira. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: General Anesthetic [EPC].
RAW_0526,etonogestrel,Nexplanon,Progestin [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Organon. Formulation: Implant for Implantation administration.,Used as a therapeutic agent for indications related to: Progestin [EPC].
RAW_0527,etonogestrel and ethinyl estradiol,"Eluryng, Nuvaring",Estrogen [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Organon Usa Organon. Formulation: Ring for Vaginal administration.,Used as a therapeutic agent for indications related to: Estrogen [EPC].
RAW_0528,etoposide,Avopef,Topoisomerase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Avyxa Holdings. Formulation: Solution for Intravenous administration.,Used as a therapeutic agent for indications related to: Topoisomerase Inhibitor [EPC].
RAW_0529,etoposide phosphate,Etopophos,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Cheplapharm. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0530,etrasimod,Velsipity,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0531,etripamil,Cardamyst,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Milestone Pharms Usa. Formulation: Spray for Nasal administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0532,everolimus,"Afinitor, Afinitor Disperz, Yulithira, Zortress",Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0533,evinacumab,Evkeeza,Angiopoietin-like 3 Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Regeneron Pharmaceuticals. Formulation: Solution for Injection administration.,Used as a therapeutic agent for indications related to: Angiopoietin-like 3 Inhibitor [EPC].
RAW_0534,evolocumab,Repatha,PCSK9 Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Amgen Inc. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: PCSK9 Inhibitor [EPC].
RAW_0535,exenatide synthetic,Byetta,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Amylin. Formulation: Injectable for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0536,extended phenytoin sodium,"Dilantin, Phenytek",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mylan. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0537,ezetimibe,Zetia,Dietary Cholesterol Absorption Inhibitor [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Organon. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Dietary Cholesterol Absorption Inhibitor [EPC].
RAW_0538,ezetimibe and simvastatin,Vytorin,HMG-CoA Reductase Inhibitor [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Organon. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: HMG-CoA Reductase Inhibitor [EPC].
RAW_0539,fam-trastuzumab deruxtecan,Enhertu,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Daiichi Sankyo. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0540,faricimab,Vabysmo,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Genentech Inc. Formulation: Injectable for Intravitreal administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0541,febuxostat,Uloric,Xanthine Oxidase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Xanthine Oxidase Inhibitor [EPC].
RAW_0542,fedratinib hydrochloride,Inrebic,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bristol-Myers. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0543,felbamate,Felbatol,Anti-epileptic Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mylan Speciality Lp. Formulation: Suspension for Oral administration.,Used as a therapeutic agent for indications related to: Anti-epileptic Agent [EPC].
RAW_0544,fenfluramine,Fintepla,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Ucb Inc. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
