formulation_id,generic_name_display,generic_name_normalized,ingredient_count,component_split_method
FORM_a825a9e046bcf08b113a,Fleicanide Acetate,fleicanide acetate,1,single
FORM_fb54ab0c8c273ccb2378,Balanced Multiple Maintenance Solution With 5% Dextrose (Pedia),balanced multiple maintenance solution with 5% dextrose (pedia),1,single
FORM_7691c90e48d9367c4ea6,Amlodine HD,amlodine hd,1,single
FORM_0ceda327419462522b63,Neomycin Sulfate + Triamcinolone Acetonide + Gramicidin + Nystatin,neomycin sulfate + triamcinolone acetonide + gramicidin + nystatin,4,explicit_plus
FORM_ca9129f4ae022d3825ba,Multivitamins + Inositol + Choline Bitartrate + Para-Aminobenzoic Acid (see reveerse),multivitamins + inositol + choline bitartrate + para-aminobenzoic acid (see reveerse),4,explicit_plus
FORM_ec945baa59ad53929e1c,Cognitine,cognitine,1,single
FORM_c50acdb937fc8dd0228a,Thiamine Mononitrate (Vitamin B1) + Pyridixime Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine mononitrate (vitamin b1) + pyridixime hydrochloride (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_673de114a7ed5823d3f5,Betamethasone (as Valerate) + Neomycin (as Sulfate),betamethasone (as valerate) + neomycin (as sulfate),2,explicit_plus
FORM_e125d9043ace586f5120,CEFOXITIN (as sodium) + Dextrose,cefoxitin (as sodium) + dextrose,2,explicit_plus
FORM_a86492a77e4177226d2b,Ceftriaxone (As Sodium) + Dextrose,ceftriaxone (as sodium) + dextrose,2,explicit_plus
FORM_d0a0abc69b03bc802e69,CeeZinc,ceezinc,1,single
FORM_dffb3ea4abe7908b0854,Amlodipine (as Besilate)+ Valsartan,amlodipine (as besilate)+ valsartan,2,explicit_plus
FORM_f67f5e229ff4260587d8,Prochlorperazine Mesilate,prochlorperazine mesilate,1,single
FORM_5218e3e6b48c7e8f1a06,Pazopanib (as Hydrochloride),pazopanib (as hydrochloride),1,single
FORM_3ade9cf9bd6cce2b470f,Simethicone,simethicone,1,single
FORM_6491e1c11d995bd7d911,Vitamin C/ Grape Seed,vitamin c/ grape seed,2,explicit_slash
FORM_b21dd3f975d1e6c6f5ef,Dextromethorphan Hydrochloride + Guaifenesin,dextromethorphan hydrochloride + guaifenesin,2,explicit_plus
FORM_a3ec9f9c5217a876c61e,Tadalafil,tadalafil,1,single
FORM_bdc86a60cf508af285ad,Paracetamol + Caffeine,paracetamol + caffeine,2,explicit_plus
FORM_e684a3e94efd46f9c5fa,Selenium,selenium,1,single
FORM_d5ef444377c2ac168cbd,Netiline,netiline,1,single
FORM_1678fc7246acf793bdce,Peritoneal Dialysis Solution with 2.3% Dextrose,peritoneal dialysis solution with 2.3% dextrose,1,single
FORM_79adcc03d832f480d573,Peritoneal Dialysis Solution with 1.5 Dextrose,peritoneal dialysis solution with 1.5 dextrose,1,single
FORM_be42aa66ac6fb0e0e52d,Irbesartan,irbesartan,1,single
FORM_0f145f55fd81033ae900,Cefpodoxime (As Proxetil),cefpodoxime (as proxetil),1,single
FORM_8883fed8a1b68e353aef,Citicoline ( as Sodium ),citicoline ( as sodium ),1,single
FORM_64e73c83dcdb1abe04f2,Amlodipine (as besilate) + Valsartan,amlodipine (as besilate) + valsartan,2,explicit_plus
FORM_e7bec5dd0bb04b053081,Anastrazole,anastrazole,1,single
FORM_1933ca8ee2cd9e739577,Desloratadine,desloratadine,1,single
FORM_9f0aaf888ceb878f1e12,Atorvastatin (As Calcium Propylene Glycol Solvate),atorvastatin (as calcium propylene glycol solvate),1,single
FORM_2b6fd511d499236dab7d,Vitamin B-Complex + Iron + Lysine + Buclizine HCI,vitamin b-complex + iron + lysine + buclizine hci,4,explicit_plus
FORM_051858491ad5546a820a,Clonidine (as hydrochloride),clonidine (as hydrochloride),1,single
FORM_0eb962e9fb96e6b4629c,Esomeprazole,esomeprazole,1,single
FORM_ba34774776505d7ce874,Glibenclamide,glibenclamide,1,single
FORM_226732240d41701f47f3,Paracetamol/ Ibuprofen 325 Mg/ 200 Mg Capsule,paracetamol/ ibuprofen 325 mg/ 200 mg capsule,3,explicit_slash
FORM_35aa9f1099454863a671,Phenylephrine Hydrochloride + Chlorpheniramine Maelate,phenylephrine hydrochloride + chlorpheniramine maelate,2,explicit_plus
FORM_05fe9aa2ed7aba824e3c,Phenylephrine Hydrochloride + Chlorpheniramine Maleate,phenylephrine hydrochloride + chlorpheniramine maleate,2,explicit_plus
FORM_d8b2a15f90050ce09c9f,AMINO ACIDS CRYSTALLINE,amino acids crystalline,1,single
FORM_5eccbab25c12f7fc3692,Levamlodipine (as Besilate),levamlodipine (as besilate),1,single
FORM_7284111b31c1bf35e25e,Bacitracin Zinc + Neomycin Sulfate + Polymyxin B Sulfate,bacitracin zinc + neomycin sulfate + polymyxin b sulfate,3,explicit_plus
FORM_2b95e8adae9c05d1af7f,Hexylresorcinol,hexylresorcinol,1,single
FORM_8f0a93aeaecdefb4397c,Vitamin A + Vitamin D3 + Vitamin B1 + Vitamin B2 PO4 + Vitamin B12 + Vitamin B3 + Vitamin C + Ca gluconate + Fe polymaltose + Zn gluconate + Taurine + L-lysine Hydrochloride + Chlorella powder + Chlorella extract powder,vitamin a + vitamin d3 + vitamin b1 + vitamin b2 po4 + vitamin b12 + vitamin b3 + vitamin c + ca gluconate + fe polymaltose + zn gluconate + taurine + l-lysine hydrochloride + chlorella powder + chlorella extract powder,14,explicit_plus
FORM_6fe705afed2ba416fb83,Sodium Chloride + Xylitol,sodium chloride + xylitol,2,explicit_plus
FORM_f6f149823027cba90cbd,Forexine,forexine,1,single
FORM_16ab0d42d7e9009bc9aa,Oxacillin (As Sodium),oxacillin (as sodium),1,single
FORM_4173e5d5a2da4adca5bb,Paracetamol + Phenylephrine Hydrochloride +Chlorphenamine Maleate,paracetamol + phenylephrine hydrochloride +chlorphenamine maleate,3,explicit_plus
FORM_901a49d7ea90e44b2413,MULTIVITAMINS + MINERALS + IRON + FOLIC ACID,multivitamins + minerals + iron + folic acid,4,explicit_plus
FORM_596e0781cce8aff3ad38,Xylometazoline Hydrochloride,xylometazoline hydrochloride,1,single
FORM_cb0f74075776222dab0f,Gemcitabine,gemcitabine,1,single
FORM_9300838368eac7c080c5,Ephedrine (As Hydrochloride),ephedrine (as hydrochloride),1,single
FORM_4ca893b397864846bc40,Esomeprazole Magnesium,esomeprazole magnesium,1,single
FORM_cc761bffe6c3aec8527e,5% Dextrose in Lactated Ringer's Solustion,5% dextrose in lactated ringer's solustion,1,single
FORM_4524c50ea4ad1c9a0072,Dinoprostone,dinoprostone,1,single
FORM_10ae05047dd5aa5b52b2,Bromazepam,bromazepam,1,single
FORM_50ee9022cebe52d3c6b2,Metformin (as Hydrochloride),metformin (as hydrochloride),1,single
FORM_b03cd4f7030f0b34cdae,Vitamin C (as Ascorbate) + Grapeseed Extract + Citrus Bioflavonoids Complex + L-Glutathione + Alpha-Lipoic Acid,vitamin c (as ascorbate) + grapeseed extract + citrus bioflavonoids complex + l-glutathione + alpha-lipoic acid,5,explicit_plus
FORM_f6b9f952a33fa58ca1ec,Docetaxel (as trihydrate),docetaxel (as trihydrate),1,single
FORM_ade6948bd42defd0555d,Cefoperazone (As Sodium) + Sulbactam (As Sodium),cefoperazone (as sodium) + sulbactam (as sodium),2,explicit_plus
FORM_12cdf91fd5684c2effed,Pyridoxine Hydrochloride (Vit.B6) + Thiamine Mononitrate (Vit.B1) + Cyanocobalamin (Vit.B12),pyridoxine hydrochloride (vit.b6) + thiamine mononitrate (vit.b1) + cyanocobalamin (vit.b12),3,explicit_plus
FORM_8a6bb00ce14868f2ad97,Levodopa + Benserazide (As Hydrochloride),levodopa + benserazide (as hydrochloride),2,explicit_plus
FORM_b5dd29a805866a1d6c05,Salbutamol (As Sulfate) + Guiafenesin,salbutamol (as sulfate) + guiafenesin,2,explicit_plus
FORM_51bf4f14df95593ac859,Ascorbic Acid (as Sodium Ascorbate) + Folic Acid + iron (as Ferrous Sulfate),ascorbic acid (as sodium ascorbate) + folic acid + iron (as ferrous sulfate),3,explicit_plus
FORM_bdd56bda45a04bf02756,Kanamycin (As Sulfate),kanamycin (as sulfate),1,single
FORM_7db04192943491cb0c92,Oseltamivir (as Phospate),oseltamivir (as phospate),1,single
FORM_ad91d383b2aac1430828,Metoprolol Succinate,metoprolol succinate,1,single
FORM_7997293390e70e74cb4d,Rifaximin,rifaximin,1,single
FORM_84af4f4272b1558dd58f,Prucalopride succinate,prucalopride succinate,1,single
FORM_b856d141372364de0131,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form),saxagliptin (as hydrochloride) + metformin hydrochloride (in extended release form),2,explicit_plus
FORM_35a88bc90436642123e6,Methionine-bound Zinc Complex+Vitamin C+ D. Salina Extract+Natural Vitamin E+Chromium Picolinate,methionine-bound zinc complex+vitamin c+ d. salina extract+natural vitamin e+chromium picolinate,5,explicit_plus
FORM_c4ce21da0a54a8256714,Valsartan,valsartan,1,single
FORM_fa67dc161f178150d584,Ticagrelor,ticagrelor,1,single
FORM_18113e02ef60bce2e2cc,Clotrimazole + Gentamicin (as Sulfate) + Betamethasone (as Diproprionate),clotrimazole + gentamicin (as sulfate) + betamethasone (as diproprionate),3,explicit_plus
FORM_db850374d09ebe2847b6,Desogestrel + Ethinylestradiol,desogestrel + ethinylestradiol,2,explicit_plus
FORM_1038c729c75f71db8ea2,Anastrozole,anastrozole,1,single
FORM_0dc953b5cbe79bf05bc7,Guiafenesin + Salbutamol,guiafenesin + salbutamol,2,explicit_plus
FORM_96fa12d6043e62cee2a6,Metropolol Succinate,metropolol succinate,1,single
FORM_5883826f9d346e2a1c57,Tarceva,tarceva,1,single
FORM_fa6bba6f285334b7e4fe,Erlotinib,erlotinib,1,single
FORM_335b0d63bbae942c4b25,Montelukast ( As Sodium),montelukast ( as sodium),1,single
FORM_d79575a7a9f9cdfe3c3c,Cabazitaxel,cabazitaxel,1,single
FORM_339a0c0a56635a5e1202,Tramadol (As Hydrochloride),tramadol (as hydrochloride),1,single
FORM_2abe4e00b0cf58813c4e,Calcitriol + Calcium Citrate + Magnesium Oxide + Zinc Oxide,calcitriol + calcium citrate + magnesium oxide + zinc oxide,4,explicit_plus
FORM_370f0dd445f27cb4b199,Ascorbic Acid (as Calcium Ascorbate),ascorbic acid (as calcium ascorbate),1,single
FORM_9b21d1c674a9d54ce3bc,Cefuruxime (as axetil),cefuruxime (as axetil),1,single
FORM_5460106dedf6334c1dc3,Losartan Potassium + Amlodipine camsylate,losartan potassium + amlodipine camsylate,2,explicit_plus
FORM_8a6d2d3c1583eeac9df0,Ascorbic Acid + Zinc Ascorbate,ascorbic acid + zinc ascorbate,2,explicit_plus
FORM_2a2f864a2cf446b6951a,Benzydamine Hydrochloride + Cetylpyridinium,benzydamine hydrochloride + cetylpyridinium,2,explicit_plus
FORM_0acd487fd58a091ae0ce,Benzydamine Hydrochloride + Cetylpyridinium Chloride,benzydamine hydrochloride + cetylpyridinium chloride,2,explicit_plus
FORM_f56052ca3dcc8b726ffb,Multivitamins + Minerals + Lysine + Taurine (see reverse for formulation),multivitamins + minerals + lysine + taurine (see reverse for formulation),4,explicit_plus
FORM_b5d4e9bf44e169d87cf6,Iodixanol,iodixanol,1,single
FORM_1b68c701b25de8397a00,Exemestane,exemestane,1,single
FORM_a7a301fe792b42048f4d,D-Alpha Tocopherol + Lecithin,d-alpha tocopherol + lecithin,2,explicit_plus
FORM_ee7b44ee8b1d2f4d35a0,Propacetamol Hydrochloride,propacetamol hydrochloride,1,single
FORM_c5c52ca16a86c0a6a361,Iron+ Zinc +Folic Acid+ Cyanocobalamin,iron+ zinc +folic acid+ cyanocobalamin,4,explicit_plus
FORM_b30d67701cfccafeedd7,Azithromycin(As Monohydrate),azithromycin(as monohydrate),1,single
FORM_0f69287e83da35a4390b,Ipratropium Bromide + Salbutamol (as Sulfate),ipratropium bromide + salbutamol (as sulfate),2,explicit_plus
FORM_6b9a276921c51b37d4ee,Minerals + Cholecalciferol (Vitamin D3),minerals + cholecalciferol (vitamin d3),2,explicit_plus
FORM_df5dd738e606ece521eb,Thiamine Hydrochloride+Pyridoxine+Hydrochloride+Cyanocobalamin,thiamine hydrochloride+pyridoxine+hydrochloride+cyanocobalamin,4,explicit_plus
FORM_c642308c2f4441b8de49,Paracetamol + Propyphenazone + Anhydorus Caffeine,paracetamol + propyphenazone + anhydorus caffeine,3,explicit_plus
FORM_36eff6ba9c1ca5b83a37,Halobetasol Propionate,halobetasol propionate,1,single
FORM_4f8defbb7cdf4e2b931a,Salbutamol (As Sulfate) + Bromhexine Hydrochloride + Guiafenesin,salbutamol (as sulfate) + bromhexine hydrochloride + guiafenesin,3,explicit_plus
FORM_8206598eed9965a3c7aa,Poractant Alfa,poractant alfa,1,single
FORM_61edb757422fdceda316,Paracetamol + Phenypropanolamine Hydrochloride + Chlorphenamine Maleate,paracetamol + phenypropanolamine hydrochloride + chlorphenamine maleate,3,explicit_plus
FORM_ab387d88213ddb7a84fa,Balanced Multiple Replacement Solution with 5% Dextrose for Pedia,balanced multiple replacement solution with 5% dextrose for pedia,1,single
FORM_ae929dd131fa90c4c6fd,Minocycline (As Hydrochloride),minocycline (as hydrochloride),1,single
FORM_19c6180c06a49487ddf6,Hyoscine N-Butylbromide,hyoscine n-butylbromide,1,single
FORM_9e0cc3ac15e85ac0c396,Ketamine,ketamine,1,single
FORM_9b3ddba75a315d395d29,METHYL SALICYLATE + MENTHOL + EUGENOL,methyl salicylate + menthol + eugenol,3,explicit_plus
FORM_791487033028f8d10ef6,Calcium Sennosides,calcium sennosides,1,single
FORM_c2174e712b8ece117c4b,Balanced Multiple Maintenance Solution With 5% Dextrose (For Pedia),balanced multiple maintenance solution with 5% dextrose (for pedia),1,single
FORM_7dc2d218ed12f066a991,Esomeprazole (As Magnesium),esomeprazole (as magnesium),1,single
FORM_646170f5e5752f7c9a59,Ketamine (As Hydrochloride),ketamine (as hydrochloride),1,single
FORM_576e883a1aa2a8283a86,Benzydamine hydrochloride + Chlorhexidine gluconate.,benzydamine hydrochloride + chlorhexidine gluconate.,2,explicit_plus
FORM_a4c94b9d1bb08c90a18a,Potassium Chloride 10 Meq (20 Meq/L) In 5% Dextrose And 0.33% Sodium Chloride Solution For I.V. Infusion,potassium chloride 10 meq (20 meq/l) in 5% dextrose and 0.33% sodium chloride solution for i.v. infusion,2,explicit_slash
FORM_fd9e10f47eca76015a10,Fluphenazine Decanoate,fluphenazine decanoate,1,single
FORM_a26c949837b5dc5a095e,Paracetamol + Phenylephrine Hydrochloride + Chlorphenamine Maleate,paracetamol + phenylephrine hydrochloride + chlorphenamine maleate,3,explicit_plus
FORM_fcf0217e76a5b684251a,Polymyxin B Sulfate + Bacitracin Zinc + Neomycin Sulfate,polymyxin b sulfate + bacitracin zinc + neomycin sulfate,3,explicit_plus
FORM_1a54d5b8b34e294d0584,Degarelix,degarelix,1,single
FORM_d67aa6d9b54710cd5df6,Brompheniramine Maleate + Phenylephrine Hydrochloride,brompheniramine maleate + phenylephrine hydrochloride,2,explicit_plus
FORM_1da5e656d7a6df36ab3c,Midazolam (as hydrochloride),midazolam (as hydrochloride),1,single
FORM_e3116c8a4cc8a8b661ef,Levedopa + Carbidopa,levedopa + carbidopa,2,explicit_plus
FORM_68613d5bad3e3099f841,Adenosine,adenosine,1,single
FORM_a4ecf75225c887a68b1c,Trimetazidine Hydrochloride,trimetazidine hydrochloride,1,single
FORM_10f808a83d15137d4c15,Rifampicin/ Ethambutol/ Isoniazid,rifampicin/ ethambutol/ isoniazid,3,explicit_slash
FORM_a02c163328778ea21305,Diphenhydramine (As Hydrochloride),diphenhydramine (as hydrochloride),1,single
FORM_7b360f5d3081fea21966,Agomelatine,agomelatine,1,single
FORM_8d9d38529fc362bf1c5a,Balanced Multiple Maintenance Solution With 5% Dextrose (For Adult),balanced multiple maintenance solution with 5% dextrose (for adult),1,single
FORM_307eb82416ec1bee655c,Atracurium Besilate,atracurium besilate,1,single
FORM_93e7ace5e4c20bbbe8b8,Clotrimazole + Gentamicin (As Sulfate) +Betamethasone (As Dipropionate),clotrimazole + gentamicin (as sulfate) +betamethasone (as dipropionate),3,explicit_plus
FORM_6dac89d4a36c79386b80,Sodium Picosulfate+Magnesium Oxide+Citric Acid,sodium picosulfate+magnesium oxide+citric acid,3,explicit_plus
FORM_71d8b65b93cf54857989,Etonogestrel,etonogestrel,1,single
FORM_e80764a943b285c74b59,Progestogen,progestogen,1,single
FORM_77aba7793e3a1a0cd6c9,Dexlansoprazole,dexlansoprazole,1,single
FORM_118b8aa34e19ad84cce9,Netilmicin (as Sulfate),netilmicin (as sulfate),1,single
FORM_cae2996f42469349e888,Beclomethasone Dipropionate,beclomethasone dipropionate,1,single
FORM_ab7b0097048e5eaad482,Lithium Carbonate,lithium carbonate,1,single
FORM_d80e3729168395e5f1a1,Sodium Ascorbate,sodium ascorbate,1,single
FORM_ae02696c566451139282,Hydrocortisone + Miconazole Nitrate,hydrocortisone + miconazole nitrate,2,explicit_plus
FORM_33020cb3b7994056bc2b,Sodium Ascorbate 113.63 Mg/Ml (Equivalent To 100 Mg Ascorbic Acid),sodium ascorbate 113.63 mg/ml (equivalent to 100 mg ascorbic acid),2,explicit_slash
FORM_77b687682e5e4926468f,Ambroxol Hydrochlride,ambroxol hydrochlride,1,single
FORM_9418c8ceb617b090fc8d,Calcium (as carbonate),calcium (as carbonate),1,single
FORM_20334a6dc1243aaf52e3,Ketoanalogues + Essential Amino Acids 630 Mg.,ketoanalogues + essential amino acids 630 mg.,2,explicit_plus
FORM_658bc0b7998b9872a5fe,Glucose + Amino Acids + Electrolytes + Vitamin B1,glucose + amino acids + electrolytes + vitamin b1,4,explicit_plus
FORM_2b5f8dc77c56038e8e47,Multivitamins +Minerals,multivitamins +minerals,2,explicit_plus
FORM_fcc82f040785f2c8f720,Irinotecan hydrochloride trihydrate,irinotecan hydrochloride trihydrate,1,single
FORM_b8d323630e80b1d81b96,NEOSTIGMINE METHYLSULFATE,neostigmine methylsulfate,1,single
FORM_c6ec91eac49c95df89d4,Alendronic Acid (As Alendronate Sodium Trihydrate),alendronic acid (as alendronate sodium trihydrate),1,single
FORM_91929ef3c464d97f4d14,D-Alpha Tocotrienol +D-Gamma+D-Delta Tocotrienol + D-Alpha Tocopherol+Plant Squalene+Phytosterol+Phytocarotenoid,d-alpha tocotrienol +d-gamma+d-delta tocotrienol + d-alpha tocopherol+plant squalene+phytosterol+phytocarotenoid,7,explicit_plus
FORM_5783dc9b1988e08fa56f,Glutamic Acid + Calcium + Thiamine Mononitrate + Cyanocobalamin,glutamic acid + calcium + thiamine mononitrate + cyanocobalamin,4,explicit_plus
FORM_4b0a7063d852159f0ea4,D-Alpha Tocopheryl Acid Succinate(Vit E) / Calcium Pantothenate/ Apis mellifera L. (Bee Pollen)/ Panax ginseng L. (korean Ginseng) rhizome/ Lecithin,d-alpha tocopheryl acid succinate(vit e) / calcium pantothenate/ apis mellifera l. (bee pollen)/ panax ginseng l. (korean ginseng) rhizome/ lecithin,5,explicit_slash
FORM_cf9df139806b19207eb2,D-Alpha Tocopheryl Acid Succinate (Vit. E) Bee Pollen,d-alpha tocopheryl acid succinate (vit. e) bee pollen,1,single
FORM_3a91924d438977d1f2ab,Levodopa + Carbidopa (As Monohydrate),levodopa + carbidopa (as monohydrate),2,explicit_plus
FORM_9d345ebed92828d3cd37,Zinc Sulfate Monohydrate,zinc sulfate monohydrate,1,single
FORM_5ea0ee24ed6d75dd8870,Acarbose,acarbose,1,single
FORM_87c37570564ee0a0db96,Gentamicin (As Sulfate) + Dexamethasone Phosphate (As Sodium Phosphate),gentamicin (as sulfate) + dexamethasone phosphate (as sodium phosphate),2,explicit_plus
FORM_d0cec3426b26eb37740f,Ascorbic Acid + Zinc + Cholecalciferol (Vitamin D3),ascorbic acid + zinc + cholecalciferol (vitamin d3),3,explicit_plus
FORM_fb2da1061985c6403702,Temozolomide,temozolomide,1,single
FORM_83c99faa3d38124e04fa,Colecalciferol,colecalciferol,1,single
FORM_a383bf2e3ed4d1ba0ac6,Vemurafenib,vemurafenib,1,single
FORM_aa13076afeeeb4829193,Levocetirizine Hydrochloride,levocetirizine hydrochloride,1,single
FORM_65aeaf9dda5b365d8186,TELMISARTAN,telmisartan,1,single
FORM_b24d4c302233fd4c87c1,Rabeprazole,rabeprazole,1,single
FORM_2a095c2f85b5d35f7b02,L-Alanyl-L-Glutamine,l-alanyl-l-glutamine,1,single
FORM_686fc026b7bf721a57dd,Rebamipide,rebamipide,1,single
FORM_24c5d6bc059a3ae2fb07,Lapatinib (as ditosylate),lapatinib (as ditosylate),1,single
FORM_491fdf31d38777351710,Ciprofloxacin (as hydrochlride),ciprofloxacin (as hydrochlride),1,single
FORM_f5a698ca77954e03ec1c,Piroxicam,piroxicam,1,single
FORM_332eb8861af4e17305a8,Beclometasone dipropionate + Formoterol fumarate dihydrate,beclometasone dipropionate + formoterol fumarate dihydrate,2,explicit_plus
FORM_3f7293cc69d26d3f43e3,Lornoxicam,lornoxicam,1,single
FORM_3c5348ea3d27f48ab779,Ciprofloxaxin (as hydrochloride) + Dexamethasone,ciprofloxaxin (as hydrochloride) + dexamethasone,2,explicit_plus
FORM_6b3fe632184f3d0b82f2,Linagliptin + Metformin Hydrochloride,linagliptin + metformin hydrochloride,2,explicit_plus
FORM_326878cebd531ebe048a,Lidocaine Hydrochloride + Epinephrine (Local Infiltration),lidocaine hydrochloride + epinephrine (local infiltration),2,explicit_plus
FORM_c531cea4226ff7ff256d,Palonosetron (as hydrochloride),palonosetron (as hydrochloride),1,single
FORM_b0a24fdeb203a114c910,Peritoneal Dialysis Solution + 4.25% Dextrose Solution,peritoneal dialysis solution + 4.25% dextrose solution,2,explicit_plus
FORM_f213daa0759177da42ab,Cefepime,cefepime,1,single
FORM_86991813940de41bf756,Doxycycline (as Hyclate) (FOR DOH Complete Treatment Pack),doxycycline (as hyclate) (for doh complete treatment pack),1,single
FORM_37885b6db49ea4059e0a,Pirenoxine,pirenoxine,1,single
FORM_308167175eebaab5ee7d,Amlodopine (as Besilate),amlodopine (as besilate),1,single
FORM_c8dd25182e52cad1da7f,Mometasone (As Furoate),mometasone (as furoate),1,single
FORM_374f20d99554d633d9c8,Methylprednisolone (As Sodium Succinate),methylprednisolone (as sodium succinate),1,single
FORM_e24c73064ecc9b1b67cc,Hydroxycarbamide,hydroxycarbamide,1,single
FORM_03281ead5288818415a5,Rocuronium Bromide,rocuronium bromide,1,single
FORM_eb5a170a24f09303f786,Heparin (as Sodium),heparin (as sodium),1,single
FORM_4812f770ebbd39c7900d,Ondansetron,ondansetron,1,single
FORM_bdf0ca7f106afcfc2be1,Dulcolax,dulcolax,1,single
FORM_a8342816487a79ffa4ab,Telmisartan + Hydrochlorothiazide,telmisartan + hydrochlorothiazide,2,explicit_plus
FORM_f22b921fdb0c58666a28,Dienogest,dienogest,1,single
FORM_080fc3cced8c39140fd1,Bortezomib,bortezomib,1,single
FORM_747cf42b4d33e87e30a7,Potassium Citrate (as monohydrate),potassium citrate (as monohydrate),1,single
FORM_fe24c0c801686e891cab,Losartan Potassium + Hydrochlorithiazide,losartan potassium + hydrochlorithiazide,2,explicit_plus
FORM_2160a251b739c197e9cf,Cylophosphamide,cylophosphamide,1,single
FORM_07b0121e1ec513e59466,Valsartan + Hydrochloride,valsartan + hydrochloride,2,explicit_plus
FORM_5a31115934d82858b753,ZINC (as Zinc Sulfate Monohydrate),zinc (as zinc sulfate monohydrate),1,single
FORM_258809e1ca94cab056a4,Dipyridamole,dipyridamole,1,single
FORM_bb3e771db7e884d38402,Ascorbic Acid (as Sodium Ascorbate) + Zinc (as Gluconate),ascorbic acid (as sodium ascorbate) + zinc (as gluconate),2,explicit_plus
FORM_ecc82c56d5729db12f5f,Doxorubicin HCl,doxorubicin hcl,1,single
FORM_0e4117925664a8d9bb1b,Moxifloxacin Hydrochloride,moxifloxacin hydrochloride,1,single
FORM_c0b62e01bc2476a120ba,Irbesartan + Hydrochlorothiazide,irbesartan + hydrochlorothiazide,2,explicit_plus
FORM_ad23936a4636f9ebe445,Multivitamins+Dextrose,multivitamins+dextrose,2,explicit_plus
FORM_d173e71e3ca856350b4e,Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloriodwe (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine hydrochloride (vitamin b1) + pyridoxine hydrochloriodwe (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_9c0ae61c598554339ae2,Oxycodone Hydrochloride+Naloxone Hydrochloride,oxycodone hydrochloride+naloxone hydrochloride,2,explicit_plus
FORM_0302fe55cfd6d4c5b7c6,Isoniazid,isoniazid,1,single
FORM_7a3cf4b327e89b64eaa8,Paracetamol + Guaifenesin + Phenylpropanolamine Hydrochloride + Dextromethorphan Hydrobromide + Chlorpheniramine Maleate,paracetamol + guaifenesin + phenylpropanolamine hydrochloride + dextromethorphan hydrobromide + chlorpheniramine maleate,5,explicit_plus
FORM_1876e1361d9fa040b6f3,Bimatoprost,bimatoprost,1,single
FORM_7a529e81842c4a786b53,Ascorbic Acid + Zinc (as Sulfate Monohydrate),ascorbic acid + zinc (as sulfate monohydrate),2,explicit_plus
FORM_dc788ccf43149024c061,Chlorphenamine Maleate + Phenylephrine Hydrochloride,chlorphenamine maleate + phenylephrine hydrochloride,2,explicit_plus
FORM_e277b7b7ea6ed13d8536,MECLIZINE,meclizine,1,single
FORM_729cab72059dc1e95642,Omeprazole + Sodium Bicarbonate,omeprazole + sodium bicarbonate,2,explicit_plus
FORM_5a7f6a7c6882c2dec490,Clonidine Hydrochloride,clonidine hydrochloride,1,single
FORM_958ec611290c950fd4ad,Paracetamol + Phenylephrine HCl + Chlorpheniramine Maleate,paracetamol + phenylephrine hcl + chlorpheniramine maleate,3,explicit_plus
FORM_d95398baa3d18a247e06,Oxcarbamazepine,oxcarbamazepine,1,single
FORM_8c063048b652101c26fd,Estradiol (as hemihydrate),estradiol (as hemihydrate),1,single
FORM_bdaee3b0577708cb2c8c,Citicoline Sodium,citicoline sodium,1,single
FORM_920a527c96bd48fb37c8,Esmolol Hydrochloride,esmolol hydrochloride,1,single
FORM_1f948637b95ca4a764c5,Multivitamins + Minerals + Lecithin + Inositol + Hydrolysed Rice Protein,multivitamins + minerals + lecithin + inositol + hydrolysed rice protein,5,explicit_plus
FORM_0f6138c8b712958ca334,Polymixin B Sulfate + Bacitracin Zinc,polymixin b sulfate + bacitracin zinc,2,explicit_plus
FORM_e0a0adebfe452b81fdbe,Metformin Hydrochloride + Pioglitazone (as hydrochloride) + Glimepiride,metformin hydrochloride + pioglitazone (as hydrochloride) + glimepiride,3,explicit_plus
FORM_789b6b3b04b2f76dd838,Diclofenac Sodium (as diethylamine),diclofenac sodium (as diethylamine),1,single
FORM_8341aff6776c829d9cc8,Metformin Hydrochloride + Gliclazide,metformin hydrochloride + gliclazide,2,explicit_plus
FORM_bb266c2f61a8eb4d3a76,Ceftizoxime (as sodium),ceftizoxime (as sodium),1,single
FORM_22349d78def3ee7d04c7,Lacosamide,lacosamide,1,single
FORM_d9dd9b931edc71b107b0,Dimenhydrinate + Cinnarizine,dimenhydrinate + cinnarizine,2,explicit_plus
FORM_468729a9c2562054d2f1,Montelukast (as sodium) + Cetirizine hydrochloride,montelukast (as sodium) + cetirizine hydrochloride,2,explicit_plus
FORM_82ccdf8be75f9276f814,Alcaftadine,alcaftadine,1,single
FORM_b2a40fbc54a757c6378d,Branched-Chain Amino Acids,branched-chain amino acids,1,single
FORM_fa15de6b4bafad1fba92,Econazole Nitrate,econazole nitrate,1,single
