ingredient_id,ingredient_name_display,ingredient_name_normalized
ING_01afcd13b31c16375055,Deoxycholic acid,deoxycholic acid
ING_a6dc390d124fc9890cf9,Tobramycin (as sulfate),tobramycin (as sulfate)
ING_d4ea02bc151224fb272a,Dexamethasone (as sodium. phosphate),dexamethasone (as sodium. phosphate)
ING_ee8fd2af18de294d7387,Sugammadex,sugammadex
ING_6ebb9045342d95824369,Dotinurad,dotinurad
ING_cb224dcfd8a5cf88e16d,Enavogliflozin,enavogliflozin
ING_020913861cc2c50e1762,Indigo carmine,indigo carmine
ING_d516fb3eb7e21fa3da7e,Capivasertib,capivasertib
ING_8619a794e4095ba8a979,Buclizine,buclizine
ING_b6f6db3878e818b7af4c,Mirabegron,mirabegron
ING_c1cb43d4b1b517e78f7f,Vitamins,vitamins
ING_55532b11fcea1b22db0b,Pyridoxine Hydrochloride Cyanocobalamin (Vitamin B12),pyridoxine hydrochloride cyanocobalamin (vitamin b12)
ING_b5d4dcf038fcba90e4f0,Selumetinib sulfate,selumetinib sulfate
ING_51cae901e9f2025262c8,Fosfomycin (as sodium),fosfomycin (as sodium)
ING_c711e777f9dcd1d1bbf4,Epigallocatechin Gallate,epigallocatechin gallate
ING_27a7733754586b569dfa,Telmisartan.,telmisartan.
ING_fcfce4f029831bbd1e0a,Dabigatran Etexilate (as mesylate),dabigatran etexilate (as mesylate)
ING_031820d53f63d2104eed,Nicotine Polacrilex,nicotine polacrilex
ING_c4e67ebd188156c781f2,GLY4PAR MR-30,gly4par mr-30
ING_8be2d30725521c96fa24,Borneol,borneol
ING_9e33f2bc4b0be623113f,Peppermint Oil,peppermint oil
ING_1cf21fcb7ecce355bf84,Tirzepatide,tirzepatide
ING_200ead1d057834ec1800,Ascorbic,ascorbic
ING_ed9b166e7d6db12f6599,Daptomycin,daptomycin
ING_f5685bcadbd0498333ee,Teneligliptin,teneligliptin
ING_6159f939d498198e7f64,Escitalopram Oxalate,escitalopram oxalate
ING_842079b27b0cacc6112c,Ferrous Sulfate(equivalent to 65mg elemental iron),ferrous sulfate(equivalent to 65mg elemental iron)
ING_f108e14534972e266e33,Riboflavin Phosphate (Vitamin B2),riboflavin phosphate (vitamin b2)
ING_f2202402ee17654e0195,Hydroxocobalamine (Vitamin B12),hydroxocobalamine (vitamin b12)
ING_e3ee21e04f257df8cab7,Nicotinamide,nicotinamide
ING_d7ff530f5999c49e5d4b,Brinzolamide and Brimonidine Tartrate,brinzolamide and brimonidine tartrate
ING_e64dcbe6b0d5613248a0,Tazarotene,tazarotene
ING_375340ecd0067a5fbe93,Indocyanine Green,indocyanine green
ING_fec122e991020c7e595d,Calcium Cholecalciferol (Vitamin D3),calcium cholecalciferol (vitamin d3)
ING_31bf2abaa5cb1ead5b46,Apremilast,apremilast
ING_722b554f5e9c01bc52c6,Cycloserine,cycloserine
ING_ea2a171589279496898a,Rifapentine,rifapentine
ING_e205e6a3c57ece0b4645,Cefalexin (as monhydrate),cefalexin (as monhydrate)
ING_437cf4e678a941988885,Quercetin,quercetin
ING_9ca7937f2c2bbe34d3ba,Ringer's Acetate Solution,ringer's acetate solution
ING_2fcd754577cfabc28f44,Low Calcium Peritoneal Dialysis Solution with 1.5% Glucose,low calcium peritoneal dialysis solution with 1.5% glucose
ING_c7dbe032d6144a950de0,Glycyrrhetinic acid Chlorhexidine Gluconate,glycyrrhetinic acid chlorhexidine gluconate
ING_0421521fa8dc9df959e1,Tretonoin,tretonoin
ING_398d369a9348c37da87b,Abacavir (as sulfate),abacavir (as sulfate)
ING_a8dedb05e97e926404ef,Clascoterone,clascoterone
ING_1d580dee13db72abf009,Netarsudil mesylate,netarsudil mesylate
ING_0d1be521bc077aa1de4a,Ethambutol HCl,ethambutol hcl
ING_07c543c335da2b6a3c3d,Multivitamins Plus Buclizine Hydrochloride,multivitamins plus buclizine hydrochloride
ING_a819a94610eb131bd629,Extract cepae,extract cepae
ING_51a5a06c6fe575825b47,Allantoin,allantoin
ING_16da122743d763f479a5,Adenosine Triphosphate,adenosine triphosphate
ING_ae282c253b1aea825d1b,BETAXOLOL (as hydrochloride),betaxolol (as hydrochloride)
ING_093bf1347749f5f9ab20,Resorcinol,resorcinol
ING_92676643b9d670ffed28,Iodine,iodine
ING_f723e2702bf12e721078,Calcium Dobesilate,calcium dobesilate
ING_06a1973a80bc32eafeac,Dl-Alpha Tocopheryl Acetate,dl-alpha tocopheryl acetate
ING_447799e0d7af9d054b89,Magnesium Trisilicate,magnesium trisilicate
ING_a2e114581016bc918a1e,Carbachol,carbachol
ING_342d77d17f08a980f01f,Carisoprodol,carisoprodol
ING_d0ec700707409c5f99f0,Calcium Monohydrogen Phosphate,calcium monohydrogen phosphate
ING_57475fe32429bd1fa1f3,Dextromethorphan (as Hydrobromide),dextromethorphan (as hydrobromide)
ING_5fe5d42a73c13c640ccd,Hydrogen Peroxide,hydrogen peroxide
ING_1b006370598109172402,Ethyl Alcohol,ethyl alcohol
ING_cc7c7779ff330fddc049,Eucalyptol,eucalyptol
ING_bbe1d5adbe56c9b1f778,ISOPROPYL ALCOHOL,isopropyl alcohol
ING_ffb50b3cc1c34e5c68f2,Resorcin,resorcin
ING_81868c930eb6711ea61d,Phenol,phenol
ING_1c76113c52983aa94e64,Benzoin Tincture Lotion,benzoin tincture lotion
ING_0c0aaccac3c31db2f4e4,Povidone - Iodine,povidone - iodine
ING_a10d5f25bdf570eb6ea9,Dementholized Mint Oil,dementholized mint oil
ING_7f3d79395857b51a3665,Cajuput Oil,cajuput oil
ING_a6baa73c05934095f6f5,Clove Oil,clove oil
ING_f4763b3f3d3c3ca403ac,Cassia Oil,cassia oil
ING_a115b3140016d22059e2,Aceite Alcanforado,aceite alcanforado
ING_2793bc6c2708e2f95314,Dementholized Oil,dementholized oil
ING_ce741b57682264f75aa8,Capsicum Extract,capsicum extract
ING_54eaba501956db5d86d8,Dementholised Mint Oil,dementholised mint oil
ING_dbfdbabfa5cd9b28ff66,Oral Rehydration Salts (ORS-75 Replacement),oral rehydration salts (ors-75 replacement)
ING_c63edc549bfffafb5fa0,Pyrethrin,pyrethrin
ING_f43db4f00a3506618096,Strepsils,strepsils
ING_710cb2081eaebb6a08fc,Oral Rehydration Salt,oral rehydration salt
ING_c3de5d1d2a82ce2c633f,"2,4 Dichlorobenzyl Alcohol","2,4 dichlorobenzyl alcohol"
ING_4b59e4b57bbb8dbc3334,MINT OIL,mint oil
ING_2fd1538aca1d0ed867e0,"2,4-Dichlorobenzyl Alcohol","2,4-dichlorobenzyl alcohol"
ING_11f598d37ecedc34b7c3,Chamomile Oil (Aceite de Manzanilla),chamomile oil (aceite de manzanilla)
ING_b9fde86bdc108d7e4593,Ascorbic Acid (as Calcium Ascorbate,ascorbic acid (as calcium ascorbate
ING_9a75a464dad1194f777e,Sodium Ascorbate),sodium ascorbate)
ING_6930eceaf20b4f8916e0,Aceite de Alcamporado,aceite de alcamporado
ING_8c6cb25b215946ad4309,Aceite De Manzanilla,aceite de manzanilla
ING_419f4ea99d97779602ed,Povidone Iodine 100 Mg,povidone iodine 100 mg
ING_c1611b091141adbf2313,Ml (10%) Solution,ml (10%) solution
ING_03bf33ab5a9050bd0bc6,"2, 4- Dichlorobenzyl Alcohol","2, 4- dichlorobenzyl alcohol"
ING_631a421c5204ef8a4174,Propyl Alcohol,propyl alcohol
ING_4a170e1d8aa98fa01b1e,Chlorhexidine (as gluconate),chlorhexidine (as gluconate)
ING_b2539f088386dd9e37de,Mentha x piperita,mentha x piperita
ING_47b6c6ce47a27da4f5d8,Syzygium aromaticum,syzygium aromaticum
ING_ce73c12c6c9608e0d15e,Sebo De Macho,sebo de macho
ING_83b60ad4e31543cde569,Ammonium Carbonate,ammonium carbonate
ING_7e9165ca5d937e81f344,Strong Ammonia Water (Aromatic Spirit of Ammonia),strong ammonia water (aromatic spirit of ammonia)
ING_a6eb3c5240c665dd10ea,Dequalinium Chloride (For Export Only),dequalinium chloride (for export only)
ING_dd4995170a295cee8344,Menthol Camphor Eucalyptus,menthol camphor eucalyptus
ING_6d0273fc1dd6b2affa3b,JUNIPER OIL,juniper oil
ING_a66a91631b28ad864851,METHYLSALICYLATE,methylsalicylate
ING_41d0843496b9e6636848,Pine Oil,pine oil
ING_6c49bb4531d57a520c86,Orange Oil,orange oil
ING_dce1e71cda4d10e1cabe,Wintergreen Oil,wintergreen oil
ING_e48de325372d1b1133f4,Bergamot Oil,bergamot oil
ING_26fbab3a39a97a8fcd7b,Lemon Oil,lemon oil
ING_7872d1c5d6b62975ffef,Terpineol,terpineol
ING_3e8298186a384e8c7098,Terpinyl acetate,terpinyl acetate
ING_14e1dfb8c960f2162956,Rosemary Oil,rosemary oil
ING_4747e4df017543ed4c1d,Lavender Oil,lavender oil
ING_29a33f7db802ef28ea4c,Petroleum Jelly,petroleum jelly
ING_099a6183e30840698416,Nonivamide,nonivamide
ING_bb2c38fcae5b61174cef,SENNA LEAVES (Cassia angustifolia),senna leaves (cassia angustifolia)
ING_f688c0b578ada0b17360,SODIUM POTASSIUM TARTRATE (Rochelle Salt),sodium potassium tartrate (rochelle salt)
ING_c24573d4d53e9ee7d137,FLUID EXTRACT OF WORM SEEDS (Chenopodium ambrosioides),fluid extract of worm seeds (chenopodium ambrosioides)
ING_e1aded4fbc52786b2eea,FLUID EXTRACT OF PUMPKIN SEEDS (Cucurbita pepo Linne),fluid extract of pumpkin seeds (cucurbita pepo linne)
ING_6655bbe9866bf62cf8e8,Sodium Bicarbonate (Balsamo Carminativo),sodium bicarbonate (balsamo carminativo)
ING_c5557583fcac6208e09e,Benzoic Acid Salicylic Acid,benzoic acid salicylic acid
ING_7ee5f1b2c4984de41ce7,Resourcinol [Ap-Ap Solution],resourcinol [ap-ap solution]
ING_9962eaff7f09536886a3,Aceite Alcamforado,aceite alcamforado
ING_217cf2070112179bd758,Oral Rehydration Salts (Maintenance) Sodium mEq,oral rehydration salts (maintenance) sodium meq
ING_8d28ce06a65f5663a303,"L, Potassium 20 mEQ","l, potassium 20 meq"
ING_0cc3e1e05c68fd8bde3e,"L, Chloride 35mEQ","l, chloride 35meq"
ING_77caf668149ce04c13d9,"L, Citrate 30mEQ","l, citrate 30meq"
ING_419e65de28441b2a4f45,"L, Dextrose 25g","l, dextrose 25g"
ING_acac86c0e609ca906f63,L,l
ING_00214903896b3d1c02fb,Troclosene Sodium,troclosene sodium
ING_e83271ee15fdb129c60a,Potassium Alum,potassium alum
ING_f81d4c0bc9e86a696bfc,Psidium Guajava L. (Guava) Leaf,psidium guajava l. (guava) leaf
ING_d33d89a0ee757eec8b84,Zingiber officinale (Ginger) Root,zingiber officinale (ginger) root
ING_71ea3645cf4529a46712,Isopropyl Alccohol,isopropyl alccohol
ING_86d6326b723effb7f970,Glycol Salicylate,glycol salicylate
ING_6df664208010ce88be09,1-Menthol,1-menthol
ING_8db618be24d6b390a7a4,Tocopherol Acetate (Vitamin E),tocopherol acetate (vitamin e)
ING_a5f288f1758c4c0059b7,Capsaicin (Capsicum Extract),capsaicin (capsicum extract)
ING_b93273307fb1b37f64e6,Claritret Clarifying and Rejuvenating Toner,claritret clarifying and rejuvenating toner
ING_2fd472a203a77a77b582,Claritret Clarity Night Cream,claritret clarity night cream
ING_0557a28256596307e721,Chrlorhexidine,chrlorhexidine
ING_bb8411a15dbc1b30d24c,Thymol,thymol
ING_d78b9c6527630c5ff59a,Symclosene (Trichloroisocyanuric Acid),symclosene (trichloroisocyanuric acid)
ING_acdc7425fb5a3070f550,70% Isopropyl Alcohol Solution Unscented,70% isopropyl alcohol solution unscented
ING_75171c78abf38c05681e,Aceite de Alcamforado,aceite de alcamforado
ING_76fa31b3df69c88074d2,l-menthol,l-menthol
ING_500c9211f28e53e6554c,Turpentine Oil,turpentine oil
ING_d72ea55fe17097028e15,Cinnamon Oil,cinnamon oil
ING_7c8c2fd145ae5cedccfe,Turmeric Oil,turmeric oil
ING_a3550eb021110b4d9e39,Chlorhexidine Diguconate,chlorhexidine diguconate
ING_054c9291a46971db6815,Eucalyptus Oil Mineral Oil,eucalyptus oil mineral oil
ING_e0b4c7c7b43acbdf611b,"Fluid Extract Orange Peel Bitter, Fluid Extract Glycyrrhiza, Fluid Extract Rhubarb","fluid extract orange peel bitter, fluid extract glycyrrhiza, fluid extract rhubarb"
ING_31f0ea81055e6cb9ecb8,Mineral Oil,mineral oil
ING_f923c0051c5fc9ac1e67,Aceite Alcamporado,aceite alcamporado
ING_d4d33900ba4cf364f988,Mucopolysaccharide polysulfate,mucopolysaccharide polysulfate
ING_ff3152c1cb7c6d5d69dd,Benzydamine (as hydrochloride),benzydamine (as hydrochloride)
ING_81a3078128c132f0e23e,Camphor/ Menthol,camphor/ menthol
ING_2a4b36c5195b3086b031,dl-Camphor,dl-camphor
ING_cedc95b65e6bc12dbe1f,Nonanoic Acid Vanillylamide,nonanoic acid vanillylamide
ING_cc6be4067873899c4bc5,Povidone-lodine,povidone-lodine
ING_247e748e6ae4714d6440,Camphor Menthol,camphor menthol
ING_797574251d2ba570419e,Camphor Eucalyptus Oil,camphor eucalyptus oil
ING_64785925cdd4b6baf933,Camphol,camphol
ING_94f81f077b0786e17236,Menthol Crystals,menthol crystals
ING_f20f1e4ade896adc7606,CREOSOTE,creosote
ING_33ae879dbac1d4ddbd15,Cetrimide,cetrimide
ING_b1646ce42482733eeab9,Camphor (Aceite De Alcamforado),camphor (aceite de alcamforado)
ING_2dfcc453be2cd386518b,Tocopherol acetate dl-Camphor,tocopherol acetate dl-camphor
ING_6b8e60e652a163c926da,Oil of Turpentine,oil of turpentine
ING_f51b2f84be1926ac5f9d,Essence Eucalyptus,essence eucalyptus
ING_7c8893b5907f912126b9,PRECIPITATED SULFUR 400mg/1.5g/3g/3g/3g per 30g CREAM,precipitated sulfur 400mg/1.5g/3g/3g/3g per 30g cream
ING_5b7d222656fb47d434cb,Vanillylamide Nonylate,vanillylamide nonylate
ING_faebb04716caef51c6fc,Aromatic Spirit Of Ammonia,aromatic spirit of ammonia
ING_4c9961a871707d4b1ab4,Methyl Salicylate L-Menthol Tocopherol Acetate Dl-Camphor,methyl salicylate l-menthol tocopherol acetate dl-camphor
ING_13db12e72180ab46e29c,Paracetamol 250 Mg,paracetamol 250 mg
ING_31d34e021d886100756b,5 Ml Suspension,5 ml suspension
ING_68168b10ed7076ba7d94,Zolpidem Tartrate,zolpidem tartrate
ING_1e9fe44b9f1e973499e1,Thiamine Mononitrate (Vit B1),thiamine mononitrate (vit b1)
ING_683c79a458f3031ca430,Pyridoxine Hydrochloride (Vit B6),pyridoxine hydrochloride (vit b6)
ING_d73ef7db8c0b3ff50664,Cyanocobalamin (Vit B12),cyanocobalamin (vit b12)
ING_b54884e64e043d9e25e4,Multivitamins Syrup,multivitamins syrup
ING_c6f9fc554a3a0cf84ec2,Bromhexine Hydrochloride (Vet.),bromhexine hydrochloride (vet.)
ING_dfef1b98e45ed17a29c2,Pravastatin (as Sodium),pravastatin (as sodium)
ING_580d66f414c7c9a7d477,Spironolactone,spironolactone
ING_3338b4807be86fc0a478,Each kit contains: Wintergreen Oil,each kit contains: wintergreen oil
ING_767d00fa7ddc04f396b5,Cinnamon Oil [Relispray Plus] Lidocaine,cinnamon oil [relispray plus] lidocaine
ING_2c5f1c326bd6f84d69a1,Cetrimide [Mistdress] Povidone-Iodine [Vinodine],cetrimide [mistdress] povidone-iodine [vinodine]
ING_aaa7cf3140daf299421d,Cefpodoxime(As Proxetil),cefpodoxime(as proxetil)
ING_8e091f1b1215f4d8c6a1,Levobact,levobact
ING_9c8982d726b00b375471,ATORVASTATIN CALCIUM,atorvastatin calcium
ING_9ad5ef0f3c254679d7f9,AMLODIPNE(AS BESILATE),amlodipne(as besilate)
ING_693973986facbc5c27ec,Divalproex sodium (as valproic acid),divalproex sodium (as valproic acid)
ING_e5eac43e2df2946f206c,Losartan,losartan
ING_c206d51e7c883b8b3a83,Cholecalciferol (Vit. D3),cholecalciferol (vit. d3)
ING_f42bb3d10cba9a662e4d,Zinc Wih Chlorella Extract (Orange flavor),zinc wih chlorella extract (orange flavor)
ING_a134b68653036f7cc6c5,Trimetazdine Hydrochloride,trimetazdine hydrochloride
ING_c2bed5c54a2f04a23d4d,Trimetazidine Hydrchloride,trimetazidine hydrchloride
ING_746824a6ea122479416c,Carmellose Sodium,carmellose sodium
ING_d3bb053687c7c4ed55e5,Chlecalciferol (Vitamin D3),chlecalciferol (vitamin d3)
ING_c09b893d438d7c1f8aab,Pyrodoxine (VItamin B6),pyrodoxine (vitamin b6)
ING_44aea084a9b703a50cdd,Phenylpropanolamine HCI,phenylpropanolamine hci
ING_22625ccbb1df29bd4e5f,Chlorphennamine Maleate,chlorphennamine maleate
ING_dfa667c6e34df48ff7eb,Zinc (As Zinc Sulfate),zinc (as zinc sulfate)
ING_35269b52ee95acd090dc,Iron [as Ferric hydroxide sucrose complex],iron [as ferric hydroxide sucrose complex]
ING_41fe2734f36a647be63a,Iron Plus Folic Acid (Vitamin B9),iron plus folic acid (vitamin b9)
ING_9c488e6210c823fdb599,Ambroxol,ambroxol
ING_f3d1a43209a616ec428b,Dexamethasone Phosphate(As Sodium),dexamethasone phosphate(as sodium)
ING_d16b57a410c21401cce5,Gramicidin Nystatin,gramicidin nystatin
ING_52e5e51b3bc613420af1,Sultamicillin (As Tosilate),sultamicillin (as tosilate)
ING_e5deaf408b2ac134e0ca,KIT CONTAINS: (1) RIFAMPICIN 200 MG,kit contains: (1) rifampicin 200 mg
ING_95cc69060c51f8f9ff57,5 ML SUSPENSION (PICINAF) (2) ISONIAZID,5 ml suspension (picinaf) (2) isoniazid
ING_8b26843bf2764d9148fa,PYRIDOXINE HCI 200 MG,pyridoxine hci 200 mg
ING_109aa56bf942fa2e4ec1,20 MG PER 5 ML SYRUP (ISOWEST) (3) PYRAZINAMIDE 250MG,20 mg per 5 ml syrup (isowest) (3) pyrazinamide 250mg
ING_3b417fbe02c7210c17bb,5 ML SUSPENSION (ZYNAPHAR),5 ml suspension (zynaphar)
ING_9a7cb54368e210e4744b,Thiamine Mononitrate (Vitamin B),thiamine mononitrate (vitamin b)
ING_065c28af791145df5d31,Pyridoxine HCl (Vitamin B),pyridoxine hcl (vitamin b)
ING_c3c4d43a921b3accec29,Cassia angustifolia Vahl (Senna Pods and Leaves),cassia angustifolia vahl (senna pods and leaves)
ING_19990c7fce589708c6ef,Thiamine Mononitrate Hydrochloride (Vitamin B12),thiamine mononitrate hydrochloride (vitamin b12)
ING_a0e543844f97eae391e2,Thiamine Hydrochloride (Vitamin B),thiamine hydrochloride (vitamin b)
ING_d988c90036e7f4952af3,Pyridoxine Hydrochloride (Vitamin B.),pyridoxine hydrochloride (vitamin b.)
ING_9864ab07b910a7ca2d33,Mebendazole Usp,mebendazole usp
ING_6cb0b25370476c2b7c3e,Olapatadine (as Hydrochloride),olapatadine (as hydrochloride)
ING_71d0dc0d976c945e8eec,Cyanocobalamin (Vitamin B12,cyanocobalamin (vitamin b12
ING_e17e435fad24587ef0ab,dl-Alpha Tocopherol Acetate (Vitamin E),dl-alpha tocopherol acetate (vitamin e)
ING_1d3f962300cb361a0cf0,Panax quinquefolium L. (American Ginseng) Ro,panax quinquefolium l. (american ginseng) ro
ING_c4fe679c2a4480a79de4,Hyoscine N-Butylromide,hyoscine n-butylromide
ING_2504d7c76a1547ebd927,L-Asparaginase,l-asparaginase
ING_4665bafd69c4b5c79feb,Cefoperazone ( as sodium ),cefoperazone ( as sodium )
ING_9ac08a37b2564e13b8fa,Sulbactam ( as sodium ),sulbactam ( as sodium )
ING_7460e35c25eb6b887194,Allium cepa L. (Onion) Bulb Allantoin,allium cepa l. (onion) bulb allantoin
ING_0650de3c24bdd4911bbd,Rasagiline,rasagiline
ING_0e46ac9fdfdb70176230,Silybin/Phospholipids,silybin/phospholipids
ING_5db32e5e79ae096ef6db,Cassia angustifolia Vahl (Senna Fruits and Leaves),cassia angustifolia vahl (senna fruits and leaves)
ING_8f2e07c4bd48295ea131,Carboprost (as trometamol),carboprost (as trometamol)
ING_9f65e1f2679cc9bfc228,Morphine Hydrochloride,morphine hydrochloride
ING_46f5c6eab70f30cbecab,Iron (III) Hydroxide Polymaltose Complex,iron (iii) hydroxide polymaltose complex
ING_062353d462de591488a1,Pamidronate (as disodium),pamidronate (as disodium)
ING_c408fdb5bab8ebed341f,Phenylpropanolamine HC1 Chlorphenamine maleate,phenylpropanolamine hc1 chlorphenamine maleate
ING_f1b7e86209d9e529f372,Ranitidine,ranitidine
ING_ab59e89b78209ca2c10b,Retinol (as Palmitate) (Vitamin A),retinol (as palmitate) (vitamin a)
ING_fd497a5d69394e9d33c5,Tazolactam (as sodium),tazolactam (as sodium)
ING_51671e3f50b052c9f5aa,Piperacillin (As Sodium) And Tazobactam (As Sodium),piperacillin (as sodium) and tazobactam (as sodium)
ING_eec2bbbbe3daa9f8ea8a,Ketoanalogues Essential Amino Acids.,ketoanalogues essential amino acids.
ING_68ebe47ac377ed397c4b,Thiamine (Vitamin B1),thiamine (vitamin b1)
ING_dc1f67529edc11a6ecad,Phenylephrine HC1,phenylephrine hc1
ING_df77d39e3276dd2e5ddc,Lactulose Solution,lactulose solution
ING_8162f62986856d37bc30,Choline Salicylate,choline salicylate
ING_431be3261f5ecebce2c8,Sulbactam (as sodium,sulbactam (as sodium
ING_2cecdf52856bc605f199,Clopidogrel (As bisuIfate),clopidogrel (as bisuifate)
ING_80130ff5444706d7fe1c,Cefepime(As Hydrochloride),cefepime(as hydrochloride)
ING_89b39ed32c6463b9a1f7,Zolendronic Acid (Monohydrate),zolendronic acid (monohydrate)
ING_217d713b8e95845fdae2,Imipenem (as monohydrate),imipenem (as monohydrate)
ING_fff4fc75851922ef2a30,Etomidate,etomidate
ING_635ada1de1cee7cfb296,Norepinephrine as Bitartrate,norepinephrine as bitartrate
ING_a93f3a560b38f4e0d516,Liver Extract Antitoxic Fraction,liver extract antitoxic fraction
ING_e3ca6ae7e6a0eb9c17e5,Adenine HCI,adenine hci
ING_cb28367708c1b17a34c9,Pyridoxine HCI (Vit. B6),pyridoxine hci (vit. b6)
ING_17c11b620c05f47149e7,Riboflavin (Vit. B2),riboflavin (vit. b2)
ING_7d2b2b8474781bfe2cf2,Ceftriaxone (Sodium),ceftriaxone (sodium)
ING_2f70e374193b8aac0e3c,Olmesartan Medoximil,olmesartan medoximil
ING_552634efb2432e38313a,Conjugated Estrogen,conjugated estrogen
ING_7e2752c3ac37cac4d196,Ketonalogues,ketonalogues
ING_06078402069b32b13525,Warfarin Sodium,warfarin sodium
ING_896c7e2f96ad6cacf57d,Amiodarone (As Hydrochloride),amiodarone (as hydrochloride)
ING_0201fe878262eba9d172,Ceftrixone (As Sodium),ceftrixone (as sodium)
ING_e68100e2df39099fb344,Guaifenesin Hydrochloride,guaifenesin hydrochloride
ING_bf5bc409e35144073750,Pizotifen Maleate,pizotifen maleate
ING_1e14d0600bda38c820c5,Bismuth Subsalicylate,bismuth subsalicylate
ING_0b45bfc717a281823a59,Diphenhydramine HCI,diphenhydramine hci
ING_0ba91248f5776a6533d7,Vortioxetine( as hydrobromide),vortioxetine( as hydrobromide)
ING_4adaa169ebacfd10d9f8,Vortioxetine(as hydrobromide),vortioxetine(as hydrobromide)
ING_782ef4a3a2e6b61eb045,Sitagliptin (as phosphate monohydarte),sitagliptin (as phosphate monohydarte)
ING_1d01128785e48bcb1faa,Cefuroxime Axetil,cefuroxime axetil
ING_9093963a1da05289ca52,Nicardipine,nicardipine
ING_d89b4692d61424238294,Wfi,wfi
ING_5c36410a7b238d18b651,Salbutamol (As Sulphate),salbutamol (as sulphate)
ING_c38a21bc1b7e40a977a3,Atracurium (As Besilate),atracurium (as besilate)
ING_3493d5d828624b5d5efe,Levofloxacin hemihydrate,levofloxacin hemihydrate
ING_a56676115d781e408108,Xylometazoline HCI,xylometazoline hci
